date,nav,scheme_code,scheme_name,fund_house,scheme_category,scheme_type,isin_growth,isin_div_reinvestment
17-03-2017,35.49000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
16-03-2017,35.54000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
15-03-2017,35.26000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
14-03-2017,35.28000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
10-03-2017,34.69000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
09-03-2017,34.69000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
08-03-2017,34.69000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
07-03-2017,34.78000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
06-03-2017,34.89000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
03-03-2017,34.68000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
02-03-2017,34.68000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
01-03-2017,34.94000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
28-02-2017,34.76000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
27-02-2017,34.78000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
23-02-2017,34.96000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
22-02-2017,34.93000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
21-02-2017,34.91000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
20-02-2017,34.79000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
17-02-2017,34.60000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
16-02-2017,34.37000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
15-02-2017,34.06000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
14-02-2017,34.37000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
13-02-2017,34.45000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
10-02-2017,34.43000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
09-02-2017,34.35000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
08-02-2017,34.38000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
07-02-2017,34.35000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
06-02-2017,34.52000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
03-02-2017,34.17000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
02-02-2017,34.07000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
01-02-2017,33.84000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
31-01-2017,33.30000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
30-01-2017,33.63000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
27-01-2017,33.60000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
25-01-2017,33.36000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
24-01-2017,33.09000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
23-01-2017,32.82000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
20-01-2017,32.70000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
19-01-2017,33.07000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
18-01-2017,32.98000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
17-01-2017,32.90000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
16-01-2017,32.94000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
13-01-2017,32.89000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
12-01-2017,32.93000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
11-01-2017,32.76000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
10-01-2017,32.37000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
09-01-2017,32.22000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
06-01-2017,32.21000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
05-01-2017,32.34000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
04-01-2017,31.99000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
03-01-2017,32.05000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
02-01-2017,31.91000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
30-12-2016,31.87000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
29-12-2016,31.60000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
28-12-2016,31.28000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
27-12-2016,31.22000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
26-12-2016,30.77000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
23-12-2016,31.12000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
22-12-2016,31.08000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
21-12-2016,31.43000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
20-12-2016,31.47000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
19-12-2016,31.59000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
16-12-2016,31.71000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
15-12-2016,31.72000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
14-12-2016,31.85000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
13-12-2016,32.08000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
12-12-2016,31.93000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
09-12-2016,32.26000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
08-12-2016,32.18000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
07-12-2016,31.66000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
06-12-2016,31.85000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
05-12-2016,31.88000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
02-12-2016,31.66000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
01-12-2016,31.97000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
30-11-2016,32.15000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
29-11-2016,31.81000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
28-11-2016,31.76000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
25-11-2016,31.74000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
24-11-2016,31.18000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
23-11-2016,31.40000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
22-11-2016,31.22000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
21-11-2016,30.99000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
18-11-2016,31.58000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
17-11-2016,31.63000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
16-11-2016,31.69000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
15-11-2016,31.67000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
11-11-2016,32.37000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
10-11-2016,33.21000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
09-11-2016,32.57000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
08-11-2016,32.88000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
07-11-2016,32.80000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
04-11-2016,32.49000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
03-11-2016,32.76000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
02-11-2016,32.92000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
01-11-2016,33.35000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
28-10-2016,33.36000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
27-10-2016,33.22000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
26-10-2016,33.32000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
25-10-2016,33.59000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
24-10-2016,33.61000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
21-10-2016,33.59000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
20-10-2016,33.57000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
19-10-2016,33.45000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
18-10-2016,33.46000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
17-10-2016,32.84000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
14-10-2016,32.97000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
13-10-2016,32.89000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
10-10-2016,33.36000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
07-10-2016,33.34000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
06-10-2016,33.36000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
05-10-2016,33.51000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
04-10-2016,33.59000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
03-10-2016,33.47000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
30-09-2016,32.92000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
29-09-2016,32.80000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
28-09-2016,33.51000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
27-09-2016,33.43000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
26-09-2016,33.50000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
23-09-2016,33.85000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
22-09-2016,33.99000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
21-09-2016,33.61000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
20-09-2016,33.60000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
19-09-2016,33.56000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
16-09-2016,33.45000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
15-09-2016,33.34000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
14-09-2016,33.31000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
